BIB,Name,Finished Time,Chip Pace (min/km),Rank Overall,Category Rank,Category
33767,RAVEESH KUMAR VERMA,01:15:45,00:07:35,2723of 5686,2370of 4320,40 to 44 yrs Male
33768,AMIT KUMAR,01:14:21,00:07:27,2545of 5686,2232of 4320,35 to 39 yrs Male
33769,AMIT PARIHAR,01:25:43,00:08:35,3964of 5686,3311of 4320,40 to 44 yrs Male
33770,ARUN KUMAR,01:09:33,00:06:58,1884of 5686,1689of 4320,35 to 39 yrs Male
33771,SUSMITA SINGH,02:07:45,00:12:47,5618of 5686,1323of 1366,35 to 39 yrs Female
33772,VIRENDER KUMAR,01:25:35,00:08:34,3943of 5686,3296of 4320,35 to 39 yrs Male
33774,PRANAV KUMAR SINGH,01:15:12,00:07:32,2656of 5686,2316of 4320,50 to 54 yrs Male
33775,UDAI RAJ MEENA,00:56:37,00:05:40,549of 5686,514of 4320,40 to 44 yrs Male
33776,MUKESH KUMAR,01:39:10,00:09:55,5012of 5686,3981of 4320,35 to 39 yrs Male
33778,VIKAS KUMAR SINGH,01:28:35,00:08:52,4280of 5686,3539of 4320,35 to 39 yrs Male
33779,ANKIT AGRAWAL,01:26:37,00:08:40,4072of 5686,3398of 4320,35 to 39 yrs Male
33780,RAJESH KUMAR,01:05:35,00:06:34,1339of 5686,1228of 4320,40 to 44 yrs Male
33781,LOEKSH KUMAR GOYAL,01:11:40,00:07:10,2168of 5686,1927of 4320,35 to 39 yrs Male
33782,INDERPAL SINGH MONGA,01:11:10,00:07:07,2102of 5686,1873of 4320,55 to 59 yrs Male
33783,VIVEK GOEL,01:21:57,00:08:12,3504of 5686,2989of 4320,35 to 39 yrs Male
33784,RAJEEVA SRIVASTAVA,01:19:06,00:07:55,3139of 5686,2709of 4320,50 to 54 yrs Male
33785,SAURABH MITTAL,01:28:13,00:08:50,4245of 5686,3510of 4320,35 to 39 yrs Male
33787,DURGA PRASAD,01:19:03,00:07:55,3134of 5686,2704of 4320,45 to 49 yrs Male
33788,ASIF RIZVI,01:23:18,00:08:20,3664of 5686,3107of 4320,35 to 39 yrs Male
33789,VIKAS KUMAR SHARMA,01:22:52,00:08:18,3617of 5686,3073of 4320,30 to 34 yrs Male
33790,ANURAG SINGH CHAUHAN,01:21:02,00:08:07,3368of 5686,2882of 4320,35 to 39 yrs Male
33791,PANKAJ KUMAR,01:45:42,00:10:35,5291of 5686,4142of 4320,35 to 39 yrs Male
33792,RAKESH SRIVASTAVA,01:15:21,00:07:33,2672of 5686,2331of 4320,55 to 59 yrs Male
33793,SUJIT SETHY,01:22:03,00:08:13,3513of 5686,2996of 4320,35 to 39 yrs Male
33794,DEEPAK KUMAR,01:29:01,00:08:55,4326of 5686,3568of 4320,35 to 39 yrs Male
33795,PANKAJ KAPSIMAY,01:28:35,00:08:52,4284of 5686,3542of 4320,40 to 44 yrs Male
33796,RAJESH KUMAR,01:01:36,00:06:10,922of 5686,852of 4320,40 to 44 yrs Male
33797,AVINASH KUMAR YADAV,01:08:36,00:06:52,1742of 5686,1571of 4320,35 to 39 yrs Male
33798,KALPAK KAPLASH,01:23:35,00:08:22,3708of 5686,3140of 4320,35 to 39 yrs Male
33799,SANJEEV KUMAR,01:28:55,00:08:54,4316of 5686,3561of 4320,30 to 34 yrs Male
33800,MOHD MOHSIN KHAN,01:21:15,00:08:08,3410of 5686,2916of 4320,35 to 39 yrs Male
33801,NEERAJ KUMAR VERMA,01:12:27,00:07:15,2276of 5686,2014of 4320,40 to 44 yrs Male
33802,ABHI JAIN,01:15:35,00:07:34,2707of 5686,2358of 4320,30 to 34 yrs Male
33803,DINESH CHANDER JOSHI,01:19:54,00:08:00,3225of 5686,2776of 4320,50 to 54 yrs Male
33804,KARANDEEP DAWAR,01:20:03,00:08:01,3245of 5686,2795of 4320,30 to 34 yrs Male
33805,SAURABH SRIVASTAVA,01:35:15,00:09:32,4809of 5686,3858of 4320,45 to 49 yrs Male
33806,VIPAN KUMAR,01:18:22,00:07:51,3051of 5686,2642of 4320,35 to 39 yrs Male
33807,AMIT RANJAN KUMAR,01:21:48,00:08:11,3485of 5686,2973of 4320,35 to 39 yrs Male
33808,KADAR KHAN,01:06:38,00:06:40,1478of 5686,1350of 4320,35 to 39 yrs Male
33809,ASHOK KUMAR,01:11:40,00:07:10,2169of 5686,1928of 4320,45 to 49 yrs Male
33810,AJAY KUMAR,01:17:56,00:07:48,3002of 5686,2600of 4320,35 to 39 yrs Male
33811,DARPAN SINGH,01:07:11,00:06:44,1551of 5686,1412of 4320,25 to 29 yrs Male
33812,PUNEET SHARMA,01:26:59,00:08:42,4110of 5686,3422of 4320,35 to 39 yrs Male
33813,NITIN KAPOOR,01:26:22,00:08:39,4043of 5686,3374of 4320,35 to 39 yrs Male
33814,RAHUL KUMAR,01:11:06,00:07:07,2094of 5686,1866of 4320,30 to 34 yrs Male
33815,MANISH DEO,01:06:42,00:06:41,1485of 5686,1357of 4320,40 to 44 yrs Male
33816,RAKESH VISHNOI,00:54:18,00:05:26,407of 5686,387of 4320,50 to 54 yrs Male
33817,MANISH GAUR,01:27:13,00:08:44,4140of 5686,3439of 4320,35 to 39 yrs Male
33818,MOHIT RAJVANSHI,01:15:55,00:07:36,2751of 5686,2395of 4320,40 to 44 yrs Male
33819,MANMOHAN MAHAPATRA,01:27:52,00:08:48,4211of 5686,3487of 4320,35 to 39 yrs Male
33820,DINESH KUMAR SONI,01:24:02,00:08:25,3774of 5686,3184of 4320,35 to 39 yrs Male
33821,MANISH KUMAR,01:20:12,00:08:02,3269of 5686,2807of 4320,35 to 39 yrs Male
33823,SUDEEP .,01:27:13,00:08:44,4139of 5686,3438of 4320,35 to 39 yrs Male
33824,SHIV PAL SINGH,01:04:17,00:06:26,1197of 5686,1103of 4320,50 to 54 yrs Male
33825,KOMAL GANDHI,01:38:29,00:09:51,4978of 5686,1019of 1366,40 to 44 yrs Female
33827,SAHIL ARORA,01:10:15,00:07:02,1995of 5686,1785of 4320,35 to 39 yrs Male
33828,DHEERAJ SINGH,01:30:53,00:09:06,4501of 5686,3670of 4320,35 to 39 yrs Male
33829,SANJAY SHARMA,01:21:21,00:08:09,3422of 5686,2925of 4320,45 to 49 yrs Male
33830,PUNEET KUMAR,01:23:47,00:08:23,3743of 5686,3165of 4320,35 to 39 yrs Male
33831,AMAN CHOUBE,01:06:39,00:06:40,1479of 5686,1351of 4320,30 to 34 yrs Male
33832,NEHA KHATRI,02:07:44,00:12:47,5617of 5686,1322of 1366,25 to 29 yrs Female
33834,VIVEK GOEL,00:56:05,00:05:37,516of 5686,481of 4320,35 to 39 yrs Male
33836,GAURAV AGARWAL,01:28:31,00:08:52,4269of 5686,3528of 4320,35 to 39 yrs Male
33837,NITIN KAMBOJ,01:17:14,00:07:44,2926of 5686,2541of 4320,35 to 39 yrs Male
33838,GURPREET SINGH SUMMAN,01:20:46,00:08:05,3343of 5686,2862of 4320,35 to 39 yrs Male
33839,KANHAIYA LAL SHARMA,01:07:18,00:06:44,1570of 5686,1431of 4320,35 to 39 yrs Male
33840,DILIP KUMAR,01:25:09,00:08:31,3894of 5686,3261of 4320,40 to 44 yrs Male
33841,SHIVRAJ SINGH BANSALA,00:59:06,00:05:55,712of 5686,665of 4320,50 to 54 yrs Male
33843,UTKARSH GOGIA,01:26:41,00:08:41,4083of 5686,3404of 4320,30 to 34 yrs Male
33844,INDRAJEET UJJWAL,01:36:08,00:09:37,4852of 5686,3891of 4320,40 to 44 yrs Male
33845,AKHILESH KUMAR,01:23:18,00:08:20,3665of 5686,3108of 4320,35 to 39 yrs Male
33846,VIKRANT KUMAR,01:23:38,00:08:22,3716of 5686,3144of 4320,35 to 39 yrs Male
33847,ASHU TYAGI,01:20:36,00:08:04,3319of 5686,2844of 4320,30 to 34 yrs Male
33848,VIPIN NAUNI,01:24:27,00:08:27,3829of 5686,3213of 4320,35 to 39 yrs Male
33849,PRIYA RANJAN,01:10:28,00:07:03,2014of 5686,1802of 4320,45 to 49 yrs Male
33851,HEMA KUSHWAHA,01:24:15,00:08:26,3795of 5686,604of 1366,40 to 44 yrs Female
33852,VIPIN SAGAR,02:11:41,00:13:11,5648of 5686,4305of 4320,35 to 39 yrs Male
33853,SHIVAM GARG,01:04:32,00:06:28,1228of 5686,1130of 4320,30 to 34 yrs Male
33854,SHAILENDRA SINGH,01:00:55,00:06:06,864of 5686,801of 4320,50 to 54 yrs Male
33855,VINEET GUPTA,01:20:51,00:08:06,3349of 5686,2867of 4320,30 to 34 yrs Male
33856,PANKAJ JAIN,01:27:18,00:08:44,4147of 5686,3445of 4320,50 to 54 yrs Male
33857,SUDHEER KUMAR,01:21:45,00:08:11,3478of 5686,2969of 4320,35 to 39 yrs Male
33858,SUDHANSHU NAITHANI,01:16:37,00:07:40,2852of 5686,2481of 4320,55 to 59 yrs Male
33859,ALOK MAURYA,01:09:27,00:06:57,1871of 5686,1679of 4320,45 to 49 yrs Male
33860,ASHU CHAUDHARY,01:02:24,00:06:15,1011of 5686,935of 4320,35 to 39 yrs Male
33861,BINIT SOMAIA,01:06:55,00:06:42,1518of 5686,1387of 4320,50 to 54 yrs Male
33862,UDIT AGRAWAL,01:29:09,00:08:55,4341of 5686,3577of 4320,30 to 34 yrs Male
33863,ABHIPSA TALWAR,01:29:09,00:08:55,4340of 5686,764of 1366,35 to 39 yrs Female
33864,RACHANA GANDHI,01:24:00,00:08:24,3766of 5686,584of 1366,30 to 34 yrs Female
33866,TANUJ KAPTA,01:06:00,00:06:36,1391of 5686,1275of 4320,35 to 39 yrs Male
33867,PRADYUMNA THAWARE,01:22:22,00:08:15,3553of 5686,3024of 4320,25 to 29 yrs Male
33869,OM PRAKASH AGRAHARI,02:03:11,00:12:20,5584of 5686,4282of 4320,35 to 39 yrs Male
33872,MUKESH CHAND,01:18:26,00:07:51,3059of 5686,2650of 4320,50 to 54 yrs Male
33875,BHAGWATI PRASAD,02:12:10,00:13:13,5649of 5686,4306of 4320,55 to 59 yrs Male
33877,MAHENDRA KUMAR,01:15:53,00:07:36,2748of 5686,2392of 4320,35 to 39 yrs Male
33878,SUBODH KUMAR,01:32:07,00:09:13,4609of 5686,3736of 4320,40 to 44 yrs Male
33880,HARISH YADAV,01:17:54,00:07:48,2997of 5686,2596of 4320,30 to 34 yrs Male
33881,AMIT KUMAR GUPTA,01:31:59,00:09:12,4592of 5686,3723of 4320,45 to 49 yrs Male
33883,VEENA GERA,02:03:00,00:12:18,5581of 5686,1301of 1366,50 to 54 yrs Female
33886,ZEESHAN ALI,01:49:56,00:11:00,5401of 5686,4194of 4320,35 to 39 yrs Male
33887,ASHISH BHARGAV,01:15:24,00:07:33,2682of 5686,2340of 4320,45 to 49 yrs Male
33889,SONI DHINGRA,01:46:58,00:10:42,5323of 5686,1169of 1366,35 to 39 yrs Female
33891,SUMAN LATA,02:08:39,00:12:52,5630of 5686,1331of 1366,45 to 49 yrs Female
33892,KANDULA KODANDA RAMU,01:50:07,00:11:01,5410of 5686,4199of 4320,45 to 49 yrs Male
33893,ORUGANTI SAI RAM,01:27:12,00:08:44,4136of 5686,3436of 4320,50 to 54 yrs Male
33894,GOVIND SINGH PATWAL,02:12:16,00:13:14,5650of 5686,4307of 4320,45 to 49 yrs Male
33896,SATYAPAL .,01:23:35,00:08:22,3706of 5686,3138of 4320,45 to 49 yrs Male
33897,VED PRAKESH,01:52:03,00:11:13,5445of 5686,4215of 4320,60 to 64 yrs Male
33900,KASHMIR SINGH,01:38:57,00:09:54,4997of 5686,3971of 4320,55 to 59 yrs Male
33902,KAMAL KANT MOHTA,01:22:52,00:08:18,3614of 5686,3070of 4320,35 to 39 yrs Male
33903,BHARAT BHUSHAN,01:24:54,00:08:30,3867of 5686,3242of 4320,40 to 44 yrs Male
33904,VIDYASAGAR .,01:28:54,00:08:54,4313of 5686,3559of 4320,50 to 54 yrs Male
33905,SURYA NARAYAN MISHRA,02:07:17,00:12:44,5612of 5686,4294of 4320,50 to 54 yrs Male
33907,NIRAJ NIRANJAN,01:18:37,00:07:52,3087of 5686,2669of 4320,40 to 44 yrs Male
33909,PRASHANT .,01:52:18,00:11:14,5447of 5686,4217of 4320,45 to 49 yrs Male
33910,UMESH YADAV,01:35:00,00:09:30,4798of 5686,3853of 4320,30 to 34 yrs Male
33911,SANJAY KUMAR,01:29:06,00:08:55,4338of 5686,3576of 4320,40 to 44 yrs Male
33913,SHIVAJI BADAKU KERAKAR,01:43:22,00:10:21,5189of 5686,4083of 4320,50 to 54 yrs Male
33914,SHANKAR MAZUMDAR,01:20:08,00:08:01,3258of 5686,2801of 4320,50 to 54 yrs Male
33915,GOLOK DASH,01:30:59,00:09:06,4512of 5686,3680of 4320,55 to 59 yrs Male
33916,VIRENDRA SINGH RAWAT,01:25:30,00:08:33,3929of 5686,3285of 4320,45 to 49 yrs Male
33918,AJAY .,01:07:28,00:06:45,1587of 5686,1446of 4320,30 to 34 yrs Male
33919,KAMINI BHASIN,01:42:38,00:10:16,5170of 5686,1101of 1366,35 to 39 yrs Female
33920,SHILPI GERA,01:39:04,00:09:55,5002of 5686,1027of 1366,40 to 44 yrs Female
33922,PAMKAJ SAHNI,01:48:12,00:10:50,5352of 5686,4169of 4320,45 to 49 yrs Male
33923,JAIPAL SINGH,01:16:51,00:07:42,2877of 5686,2501of 4320,40 to 44 yrs Male
33926,SATYENDRA KUMAR BARNWAL,01:43:29,00:10:21,5193of 5686,4086of 4320,35 to 39 yrs Male
33927,KARAN SURI,01:28:08,00:08:49,4236of 5686,3503of 4320,30 to 34 yrs Male
33928,PANKAJ KALRA,01:12:16,00:07:14,2252of 5686,1995of 4320,30 to 34 yrs Male
33930,MOHIT MALHOTRA,01:26:24,00:08:39,4047of 5686,3378of 4320,30 to 34 yrs Male
33931,SURESH KUMAR,01:28:18,00:08:50,4251of 5686,3514of 4320,30 to 34 yrs Male
33932,AKASH CHAUHAN,01:21:28,00:08:09,3440of 5686,2938of 4320,30 to 34 yrs Male
33933,ANIL KUMAR,01:45:14,00:10:32,5263of 5686,4128of 4320,50 to 54 yrs Male
33935,PULKIT TRIVEDI,01:58:46,00:11:53,5523of 5686,4255of 4320,40 to 44 yrs Male
33936,UPENDER .,02:02:41,00:12:17,5574of 5686,4277of 4320,30 to 34 yrs Male
33937,ATUL KUMAR,01:42:01,00:10:13,5138of 5686,4048of 4320,50 to 54 yrs Male
33938,MUKUL KHANNA,01:04:35,00:06:28,1235of 5686,1137of 4320,20 to 24 yrs Male
33939,VIVEK SAXENA,01:42:37,00:10:16,5165of 5686,4066of 4320,45 to 49 yrs Male
33940,SATENDER KUMAR,01:33:29,00:09:21,4692of 5686,3785of 4320,30 to 34 yrs Male
33942,RAJEEV CHAWLA,01:20:26,00:08:03,3295of 5686,2826of 4320,50 to 54 yrs Male
33943,ABHILASH MALDE,01:38:58,00:09:54,4998of 5686,3972of 4320,40 to 44 yrs Male
33944,K.A SRIRAM,01:40:15,00:10:02,5058of 5686,4009of 4320,50 to 54 yrs Male
33945,SURINDER CHAUHAN,01:27:31,00:08:46,4179of 5686,3466of 4320,45 to 49 yrs Male
33946,UMESH SHAH,01:19:53,00:08:00,3219of 5686,2771of 4320,40 to 44 yrs Male
33950,DILIPKUMAR SADHU,01:33:49,00:09:23,4716of 5686,3799of 4320,40 to 44 yrs Male
33951,JAI PARKASH,01:25:14,00:08:32,3904of 5686,3266of 4320,45 to 49 yrs Male
33952,SUNIL KUMAR RANA,01:43:29,00:10:21,5194of 5686,4087of 4320,40 to 44 yrs Male
33953,PRATIBHA KAUR,01:45:26,00:10:33,5273of 5686,1140of 1366,45 to 49 yrs Female
33954,MASHEERA KALEEM,01:32:55,00:09:18,4665of 5686,895of 1366,20 to 24 yrs Female
33956,RAM SUNDER YADAV,01:25:08,00:08:31,3891of 5686,3259of 4320,55 to 59 yrs Male
33957,MIHIRKUMAR MISHRA,01:49:41,00:10:59,5391of 5686,4189of 4320,35 to 39 yrs Male
33958,DIVYA SHARMA,01:30:39,00:09:04,4485of 5686,827of 1366,40 to 44 yrs Female
33962,RUPAL JAIN,01:29:51,00:09:00,4407of 5686,792of 1366,25 to 29 yrs Female
33963,SUMIT RAI JAIN,01:35:25,00:09:33,4823of 5686,3869of 4320,30 to 34 yrs Male
33966,DOKKA RAMARAO,01:16:13,00:07:38,2799of 5686,2439of 4320,55 to 59 yrs Male
33967,DEVANG KUMAR,02:02:48,00:12:17,5578of 5686,4278of 4320,30 to 34 yrs Male
33968,SANDEEP KUMAR,01:05:58,00:06:36,1384of 5686,1268of 4320,30 to 34 yrs Male
33969,NAKUL BHATT,01:42:54,00:10:18,5179of 5686,4076of 4320,35 to 39 yrs Male
33971,MADAN GOPAL,01:33:54,00:09:24,4725of 5686,3805of 4320,35 to 39 yrs Male
33972,NITHIN M RAJ,01:39:06,00:09:55,5005of 5686,3977of 4320,35 to 39 yrs Male
33973,SAMRESH KUMAR,01:31:23,00:09:09,4539of 5686,3697of 4320,45 to 49 yrs Male
33974,SANJU LATA DALAI,02:00:47,00:12:05,5551of 5686,1285of 1366,40 to 44 yrs Female
33975,GURMEET SINGH,01:40:42,00:10:05,5082of 5686,4020of 4320,50 to 54 yrs Male
33976,HARISH CHANDRA,01:16:32,00:07:40,2841of 5686,2473of 4320,50 to 54 yrs Male
33977,RAJESH KUMAR MEENA,02:03:00,00:12:18,5582of 5686,4281of 4320,35 to 39 yrs Male
33978,AJAY KUMAR,01:39:42,00:09:59,5029of 5686,3993of 4320,45 to 49 yrs Male
33980,VANDANA BABLANI,02:11:19,00:13:08,5644of 5686,1341of 1366,45 to 49 yrs Female
33981,PUSHPENDER BANDUNI,01:33:55,00:09:24,4728of 5686,3806of 4320,45 to 49 yrs Male
33982,M SHIVANANDAPPA,01:31:01,00:09:07,4513of 5686,3681of 4320,50 to 54 yrs Male
33983,SEEMA MARWAH,02:11:17,00:13:08,5642of 5686,1339of 1366,45 to 49 yrs Female
33984,PARTH .,01:42:01,00:10:13,5139of 5686,4049of 4320,15 to 19 yrs Male
33986,NIHALIKA MOOL,01:45:42,00:10:35,5289of 5686,1149of 1366,25 to 29 yrs Female
33987,M.K ABUTHAKIR,02:16:36,00:13:40,5662of 5686,4312of 4320,55 to 59 yrs Male
33988,PRASHANT CHAUHAN,01:21:54,00:08:12,3500of 5686,2986of 4320,30 to 34 yrs Male
33989,KAMLESH PRATAP MISHRA,01:14:34,00:07:28,2573of 5686,2255of 4320,40 to 44 yrs Male
33991,MAHARSH JOSHI,01:28:49,00:08:53,4302of 5686,3554of 4320,35 to 39 yrs Male
33992,HARISH GIRDHAR,01:39:43,00:09:59,5030of 5686,3994of 4320,35 to 39 yrs Male
33993,ASHESH KUMAR SINGH RATHORE,01:22:08,00:08:13,3529of 5686,3007of 4320,55 to 59 yrs Male
33994,PAYAL ARYA,01:29:44,00:08:59,4398of 5686,787of 1366,40 to 44 yrs Female
33996,BHAWNA SINGH,01:45:44,00:10:35,5292of 5686,1150of 1366,40 to 44 yrs Female
33997,SWAYAMBHU ARYA,01:24:58,00:08:30,3876of 5686,3250of 4320,45 to 49 yrs Male
33998,PRATIBHA SETHI,01:49:51,00:11:00,5394of 5686,1204of 1366,40 to 44 yrs Female
34001,YK SINGH,02:08:57,00:12:54,5631of 5686,4300of 4320,50 to 54 yrs Male
34002,JAYANT DHEOGHARE,01:32:00,00:09:12,4594of 5686,3724of 4320,50 to 54 yrs Male
34003,SHIRISH TALELE,01:25:02,00:08:31,3880of 5686,3252of 4320,50 to 54 yrs Male
34005,SUSHMITA SINGH,01:58:59,00:11:54,5529of 5686,1272of 1366,35 to 39 yrs Female
34006,ACCHYUT NAGAR,01:06:20,00:06:38,1437of 5686,1317of 4320,30 to 34 yrs Male
34007,HIMANSHU GAUTAM,01:35:39,00:09:34,4833of 5686,3877of 4320,30 to 34 yrs Male
34008,VINOD KUMAR.K,01:33:13,00:09:20,4680of 5686,3778of 4320,50 to 54 yrs Male
34009,SHOBIT GHOYAL,01:27:34,00:08:46,4187of 5686,3472of 4320,25 to 29 yrs Male
34011,TOYESH BHATIA,01:50:22,00:11:03,5417of 5686,4203of 4320,25 to 29 yrs Male
34012,SANGEETA RAMRAKHYANI,01:49:32,00:10:58,5384of 5686,1201of 1366,55 to 59 yrs Female
34013,ASHOK KUMAR,01:30:00,00:09:00,4425of 5686,3626of 4320,55 to 59 yrs Male
34014,ANADI JENA,01:24:23,00:08:27,3818of 5686,3204of 4320,50 to 54 yrs Male
34015,RAVI PORWAL,01:39:44,00:09:59,5031of 5686,3995of 4320,30 to 34 yrs Male
34016,ANU SINGH,01:34:07,00:09:25,4741of 5686,927of 1366,30 to 34 yrs Female
34017,RAJIB GHOSH,01:33:34,00:09:22,4698of 5686,3788of 4320,50 to 54 yrs Male
34018,SANDIP MIDDYA,01:05:21,00:06:33,1321of 5686,1212of 4320,40 to 44 yrs Male
34019,TANMOY RAY,01:08:58,00:06:54,1794of 5686,1614of 4320,25 to 29 yrs Male
34020,CHANDAN JOSHI,01:14:04,00:07:25,2508of 5686,2199of 4320,30 to 34 yrs Male
34021,BIPIN KUMAR GAUTAM,01:14:48,00:07:29,2605of 5686,2280of 4320,25 to 29 yrs Male
34022,AMIT SHARMA,01:18:01,00:07:49,3011of 5686,2606of 4320,40 to 44 yrs Male
34023,HIMANSHA GOEL,01:24:08,00:08:25,3789of 5686,600of 1366,35 to 39 yrs Female
34024,HIMANSHU .,01:15:16,00:07:32,2663of 5686,2322of 4320,25 to 29 yrs Male
34025,AMIT SHARMA,01:11:14,00:07:08,2113of 5686,1884of 4320,40 to 44 yrs Male
34026,SALONI SEJWAL,01:15:08,00:07:31,2648of 5686,339of 1366,40 to 44 yrs Female
34027,AMIT KUMAR,01:56:03,00:11:37,5500of 5686,4244of 4320,35 to 39 yrs Male
34028,ANAND KUMAR GUPTA,01:26:12,00:08:38,4023of 5686,3356of 4320,45 to 49 yrs Male
34029,MANISHA PRASAD,01:37:30,00:09:45,4929of 5686,997of 1366,35 to 39 yrs Female
34030,RENU MEHRA,01:55:00,00:11:30,5484of 5686,1249of 1366,25 to 29 yrs Female
34031,PRATEEK SAKHUJA,01:12:29,00:07:15,2280of 5686,2018of 4320,35 to 39 yrs Male
34033,POOJA PRASAD,01:54:58,00:11:30,5483of 5686,1248of 1366,25 to 29 yrs Female
34036,SHAILESH KHARE,01:50:09,00:11:01,5411of 5686,4200of 4320,40 to 44 yrs Male
34037,BIRENDRA SINGH,01:25:06,00:08:31,3886of 5686,3255of 4320,35 to 39 yrs Male
34038,NEERA TAMTA,01:59:12,00:11:56,5534of 5686,1277of 1366,40 to 44 yrs Female
34039,AMIT KUMAR,01:36:25,00:09:39,4868of 5686,3901of 4320,35 to 39 yrs Male
34040,LATA CHANDNA,01:37:31,00:09:46,4930of 5686,998of 1366,45 to 49 yrs Female
34041,SACHIN GUPTA,01:47:38,00:10:46,5343of 5686,4165of 4320,40 to 44 yrs Male
34042,NISHITH MOHAN MITTAL,01:41:43,00:10:11,5127of 5686,4042of 4320,30 to 34 yrs Male
34043,SURBHI MADAN,01:49:54,00:11:00,5398of 5686,1206of 1366,35 to 39 yrs Female
34044,RANJEET KUMAR SINHA,01:20:35,00:08:04,3318of 5686,2843of 4320,45 to 49 yrs Male
34045,VISHAL PAL SINGH,01:21:27,00:08:09,3434of 5686,2934of 4320,40 to 44 yrs Male
34048,RICHA ARYA,01:48:53,00:10:54,5365of 5686,1192of 1366,35 to 39 yrs Female
34049,SANDEEP PANDEY,01:49:53,00:11:00,5397of 5686,4192of 4320,45 to 49 yrs Male
34052,VINOD AGRAHARI,01:25:29,00:08:33,3927of 5686,3283of 4320,40 to 44 yrs Male
34053,AMIT SAINI,01:29:22,00:08:57,4367of 5686,3595of 4320,30 to 34 yrs Male
34054,RAMESH KOUL,01:29:15,00:08:56,4348of 5686,3582of 4320,50 to 54 yrs Male
34057,SIGMA SAHOO,01:25:37,00:08:34,3950of 5686,648of 1366,25 to 29 yrs Female
34059,ARPITA YADAV,01:24:49,00:08:29,3861of 5686,624of 1366,25 to 29 yrs Female
34060,SHRUTI GUPTA,01:25:16,00:08:32,3910of 5686,640of 1366,25 to 29 yrs Female
34061,BINDU SHARMA,01:41:51,00:10:12,5129of 5686,1087of 1366,30 to 34 yrs Female
34062,SHAILENDRA KUMAR GUPTA,01:18:04,00:07:49,3020of 5686,2613of 4320,25 to 29 yrs Male
34064,LOVELY VERMA,01:32:18,00:09:14,4617of 5686,3741of 4320,30 to 34 yrs Male
34065,AMIT SINGH,01:29:33,00:08:58,4383of 5686,3604of 4320,25 to 29 yrs Male
34066,VIJAY PATIL,01:27:24,00:08:45,4162of 5686,3455of 4320,40 to 44 yrs Male
34067,KAVITA BUTOLA,01:32:15,00:09:14,4613of 5686,875of 1366,20 to 24 yrs Female
34068,DEEPENDRA SINGH,01:01:11,00:06:08,888of 5686,821of 4320,25 to 29 yrs Male
34069,RAHUL SINGH,01:32:03,00:09:13,4603of 5686,3733of 4320,30 to 34 yrs Male
34071,ARCHANA PANDEY,01:37:20,00:09:44,4915of 5686,992of 1366,25 to 29 yrs Female
34072,SHASHI KANT,01:27:42,00:08:47,4200of 5686,3480of 4320,25 to 29 yrs Male
34073,SANDEEP TANWAR,01:27:44,00:08:47,4203of 5686,3482of 4320,25 to 29 yrs Male
34074,ROHIT KUMAR,00:51:17,00:05:08,264of 5686,254of 4320,25 to 29 yrs Male
34076,DEEPIKA MATHUR,01:31:44,00:09:11,4575of 5686,861of 1366,35 to 39 yrs Female
34077,DEEPAK CHAUHAN,01:22:13,00:08:14,3538of 5686,3014of 4320,35 to 39 yrs Male
34078,CHANDAN KUMAR,01:42:37,00:10:16,5167of 5686,4067of 4320,30 to 34 yrs Male
34079,AMIT KUMAR DWIVEDI,01:54:04,00:11:25,5475of 5686,4231of 4320,30 to 34 yrs Male
34080,PRITHU BHATNAGAR,01:34:26,00:09:27,4765of 5686,3829of 4320,35 to 39 yrs Male
34081,PRATEEK THAKUR,01:04:31,00:06:28,1227of 5686,1129of 4320,20 to 24 yrs Male
34082,HIMANSHU BHARDWAJ,01:25:40,00:08:34,3957of 5686,3307of 4320,35 to 39 yrs Male
34083,RAM KUPPUSWAMY,00:56:35,00:05:40,543of 5686,508of 4320,45 to 49 yrs Male
34084,MIKE CLARKE,00:56:34,00:05:40,541of 5686,506of 4320,60 to 64 yrs Male
34087,SINDHU R,01:27:03,00:08:43,4120of 5686,692of 1366,20 to 24 yrs Female
34088,SHWETA .,01:12:09,00:07:13,2226of 5686,253of 1366,25 to 29 yrs Female
34089,MOHIT KUMAR,01:44:38,00:10:28,5244of 5686,4117of 4320,30 to 34 yrs Male
34090,N ANIRUDH RAJU,01:27:24,00:08:45,4160of 5686,3454of 4320,20 to 24 yrs Male
34091,SHUBHAM CHAUHAN,01:06:02,00:06:37,1398of 5686,1282of 4320,25 to 29 yrs Male
34093,VINAY KUMAR SHUKLA,01:21:56,00:08:12,3503of 5686,2988of 4320,25 to 29 yrs Male
34094,VIVEK PANDEY,01:54:08,00:11:25,5477of 5686,4233of 4320,30 to 34 yrs Male
34095,RAMESH RAJPUT,01:05:29,00:06:33,1330of 5686,1220of 4320,30 to 34 yrs Male
34096,MOHAMMAD JAVED,01:44:36,00:10:28,5241of 5686,4114of 4320,35 to 39 yrs Male
34097,HARPREET DHIMAN,01:27:46,00:08:47,4204of 5686,3483of 4320,35 to 39 yrs Male
34099,MR AMIT,01:28:35,00:08:52,4282of 5686,3541of 4320,30 to 34 yrs Male
34100,ASHWANI VOHRA,01:04:44,00:06:29,1256of 5686,1157of 4320,45 to 49 yrs Male
34101,ANURAG SHROTRIYA,01:27:35,00:08:46,4189of 5686,3474of 4320,40 to 44 yrs Male
