BIB,Name,Finished Time,Chip Pace (min/km),Rank Overall,Category Rank,Category 
42534,SHOBHA PATIL,01:00:22,00:06:03,293of 5399,51of 2287,45 to 54 yrs Female
42536,PRACHI BHAYANI,01:13:37,00:07:22,1257of 5399,291of 2287,35 to 44 yrs Female
42537,PRIYADARSHINI SHARMA,01:07:01,00:06:43,654of 5399,134of 2287,35 to 44 yrs Female
42538,SUNITHA REDDY,01:10:21,00:07:03,941of 5399,205of 2287,25 to 34 yrs Female
42540,PRACHI GANESH,01:52:01,00:11:13,5089of 5399,2102of 2287,45 to 54 yrs Female
42541,DARSHANA MORE,01:41:25,00:10:09,4528of 5399,1773of 2287,35 to 44 yrs Female
42542,RATI LUDHANI,01:15:01,00:07:31,1411of 5399,337of 2287,25 to 34 yrs Female
42544,RADHIKA NAGARGOKE,01:24:36,00:08:28,2562of 5399,812of 2287,25 to 34 yrs Female
42545,JYOTI MANDHARE,01:22:11,00:08:14,2272of 5399,676of 2287,45 to 54 yrs Female
42548,DIPANSHI MAHESHWARI,01:26:19,00:08:38,2794of 5399,910of 2287,25 to 34 yrs Female
42550,RASHMI SONI,01:18:53,00:07:54,1867of 5399,512of 2287,35 to 44 yrs Female
42551,NANDINI GORIVALE,01:30:57,00:09:06,3455of 5399,1220of 2287,25 to 34 yrs Female
42552,KRUPA SHINKRE,01:24:35,00:08:28,2560of 5399,810of 2287,25 to 34 yrs Female
42554,KIRTIDA SHAH,01:36:55,00:09:42,4122of 5399,1555of 2287,45 to 54 yrs Female
42556,PRAJAKTA WALKE,01:17:56,00:07:48,1750of 5399,466of 2287,25 to 34 yrs Female
42557,SHAFALI KOTHARI,01:31:43,00:09:11,3554of 5399,1272of 2287,35 to 44 yrs Female
42558,SHRUTI DANDEKAR,01:28:18,00:08:50,3094of 5399,1056of 2287,25 to 34 yrs Female
42560,FORAM SHAH,01:50:37,00:11:04,5041of 5399,2072of 2287,25 to 34 yrs Female
42562,MEENA KOLAMKAR,01:30:59,00:09:06,3458of 5399,1222of 2287,45 to 54 yrs Female
42563,SWEETY AGRAWAL,01:21:54,00:08:12,2238of 5399,661of 2287,35 to 44 yrs Female
42564,ARATI MALOO,01:43:32,00:10:22,4667of 5399,1856of 2287,25 to 34 yrs Female
42565,SUDHA RAVINDRAN,01:07:04,00:06:43,658of 5399,137of 2287,45 to 54 yrs Female
42566,RUPA PEDDARAM,01:34:47,00:09:29,3923of 5399,1453of 2287,35 to 44 yrs Female
42568,ARATI GOLAM,01:26:27,00:08:39,2806of 5399,914of 2287,25 to 34 yrs Female
42569,RITIKA MODY,01:28:25,00:08:51,3107of 5399,1061of 2287,35 to 44 yrs Female
42570,AAKANKSHI JAVERI,01:47:34,00:10:46,4919of 5399,2003of 2287,25 to 34 yrs Female
42571,PURVI AMBANI,01:15:01,00:07:31,1414of 5399,339of 2287,45 to 54 yrs Female
42573,NEERU KHETAN,01:48:11,00:10:50,4946of 5399,2021of 2287,35 to 44 yrs Female
42574,EDWINA PINHEIRO,01:32:38,00:09:16,3661of 5399,1321of 2287,35 to 44 yrs Female
42576,THELMA LOBO,01:18:10,00:07:49,1777of 5399,476of 2287,45 to 54 yrs Female
42577,RANJANA MOKASHI,01:46:48,00:10:41,4879of 5399,1984of 2287,45 to 54 yrs Female
42578,POORVI DEVANI,01:27:45,00:08:47,3009of 5399,1018of 2287,35 to 44 yrs Female
42580,PAVAN ACHARYA,01:30:52,00:09:06,3441of 5399,1212of 2287,45 to 54 yrs Female
42581,NEHA MEHTA,01:22:51,00:08:18,2342of 5399,709of 2287,35 to 44 yrs Female
42582,SHILPA DHOBALE,01:45:43,00:10:35,4826of 5399,1951of 2287,35 to 44 yrs Female
42583,SONALI JOSHI,02:05:45,00:12:35,5340of 5399,2249of 2287,45 to 54 yrs Female
42584,ARTHI SWAMINATHAN,01:43:41,00:10:23,4679of 5399,1863of 2287,35 to 44 yrs Female
42585,SHALINI JAGDISH,01:32:35,00:09:16,3656of 5399,1318of 2287,45 to 54 yrs Female
42587,SHIKHA JAGTAP,01:18:01,00:07:49,1761of 5399,468of 2287,35 to 44 yrs Female
42588,SREEJA NAIR,01:24:51,00:08:30,2596of 5399,829of 2287,25 to 34 yrs Female
42589,KAVITA SHEKHAWAT,01:25:32,00:08:34,2695of 5399,873of 2287,45 to 54 yrs Female
42591,CHITRA RISHINARADAMANGALAM,01:58:25,00:11:51,5261of 5399,2194of 2287,35 to 44 yrs Female
42592,KINNARI SHAH,00:58:44,00:05:53,229of 5399,38of 2287,35 to 44 yrs Female
42593,KRITI DIXIT,01:35:50,00:09:35,4045of 5399,1509of 2287,25 to 34 yrs Female
42594,AISHWARYA DHUME,01:16:58,00:07:42,1637of 5399,418of 2287,25 to 34 yrs Female
42595,RUKAIYA LOKHANDWALA,01:46:48,00:10:41,4878of 5399,1983of 2287,25 to 34 yrs Female
42596,SUMAN SHARMA,01:58:55,00:11:54,5264of 5399,2197of 2287,35 to 44 yrs Female
42597,TEREZA THEOFILO DSOUZA,01:22:02,00:08:13,2255of 5399,669of 2287,55 to 64 yrs Female
42598,BINA SHAH,01:51:45,00:11:11,5082of 5399,2096of 2287,45 to 54 yrs Female
42600,SHABIRA SAYYED,00:58:18,00:05:50,215of 5399,35of 2287,35 to 44 yrs Female
42601,RITU KEDIA,01:28:17,00:08:50,3092of 5399,1055of 2287,35 to 44 yrs Female
42602,JYOTSANA MAHAJAN,01:36:10,00:09:37,4073of 5399,1524of 2287,25 to 34 yrs Female
42603,GOURI GHOSH,01:04:31,00:06:28,520of 5399,98of 2287,55 to 64 yrs Female
42604,SONAL NAIDU,01:15:18,00:07:32,1446of 5399,352of 2287,25 to 34 yrs Female
42605,DEEPTEE RELE,01:09:19,00:06:56,838of 5399,182of 2287,55 to 64 yrs Female
42606,KETKI CHAUDHARI,01:25:01,00:08:31,2612of 5399,836of 2287,35 to 44 yrs Female
42607,MOHINI SANGAMWAR,01:42:51,00:10:18,4618of 5399,1827of 2287,45 to 54 yrs Female
42608,NIYATI SHAH,01:28:52,00:08:54,3167of 5399,1087of 2287,35 to 44 yrs Female
42609,RASIKA PALAV,01:33:54,00:09:24,3812of 5399,1405of 2287,45 to 54 yrs Female
42610,ANURADHA RAUT,01:32:33,00:09:16,3648of 5399,1313of 2287,35 to 44 yrs Female
42612,SHARMEEN RANGWALA,01:13:20,00:07:20,1230of 5399,282of 2287,25 to 34 yrs Female
42613,SERAFINA SINGAPURI,01:07:15,00:06:44,675of 5399,142of 2287,45 to 54 yrs Female
42614,RITIKA ASWANI,01:04:50,00:06:29,538of 5399,104of 2287,25 to 34 yrs Female
42615,EESHA SINGAPURI,00:53:56,00:05:24,115of 5399,22of 2287,15 to 24 yrs Female
42616,ANKITA DABRAI,01:13:46,00:07:23,1270of 5399,296of 2287,35 to 44 yrs Female
42617,PRADNYA CHATUR,01:19:42,00:07:59,1968of 5399,550of 2287,35 to 44 yrs Female
42618,DIMPLE SAIGAL,01:37:43,00:09:47,4207of 5399,1605of 2287,55 to 64 yrs Female
42621,SEEMA MISHRA,01:20:11,00:08:02,2027of 5399,577of 2287,45 to 54 yrs Female
42622,MITUL SHARMA,01:38:16,00:09:50,4252of 5399,1632of 2287,35 to 44 yrs Female
42624,AVNI SETHIA,01:06:22,00:06:39,614of 5399,124of 2287,35 to 44 yrs Female
42625,RACHEL CHAN,01:04:38,00:06:28,525of 5399,99of 2287,35 to 44 yrs Female
42627,MEHRNAAZ BHARUCHA,01:19:00,00:07:54,1882of 5399,519of 2287,25 to 34 yrs Female
42629,NAMRATA BASNET,01:13:03,00:07:19,1201of 5399,269of 2287,35 to 44 yrs Female
42632,RIVA SHETH,01:29:45,00:08:59,3292of 5399,1145of 2287,15 to 24 yrs Female
42633,TIASA CHAUDHURI,01:16:34,00:07:40,1580of 5399,397of 2287,35 to 44 yrs Female
42634,PINAZE BHARUCHA,01:34:14,00:09:26,3852of 5399,1416of 2287,55 to 64 yrs Female
42635,ANUPAMA EASWARAN,01:27:19,00:08:44,2947of 5399,983of 2287,45 to 54 yrs Female
42636,GUNJAN MEHTA,01:32:22,00:09:15,3632of 5399,1307of 2287,35 to 44 yrs Female
42637,ANAMIKA SHAHI,01:30:05,00:09:01,3348of 5399,1167of 2287,35 to 44 yrs Female
42639,SAYURI DALVI,00:46:13,00:04:38,36of 5399,6of 2287,35 to 44 yrs Female
42640,ARZOO AFREEN,01:09:59,00:07:00,907of 5399,196of 2287,15 to 24 yrs Female
42641,MEGHA RANASARIA,01:41:54,00:10:12,4560of 5399,1788of 2287,35 to 44 yrs Female
42642,JENNIFER PANDYA,01:26:04,00:08:37,2764of 5399,899of 2287,35 to 44 yrs Female
42644,ANITA RAJPUT,01:23:58,00:08:24,2481of 5399,774of 2287,45 to 54 yrs Female
42646,GITIKA VERMA,01:17:31,00:07:46,1704of 5399,445of 2287,35 to 44 yrs Female
42648,VERONICA DIAS,01:27:56,00:08:48,3050of 5399,1042of 2287,35 to 44 yrs Female
42649,SONIA CHETTIAR,01:29:59,00:09:00,3326of 5399,1158of 2287,45 to 54 yrs Female
42650,SHARMILA KADAM,01:27:51,00:08:48,3031of 5399,1030of 2287,35 to 44 yrs Female
42651,ARCHANA SHIRKE,01:32:50,00:09:17,3683of 5399,1336of 2287,35 to 44 yrs Female
42652,MANSI MEHTA,01:30:14,00:09:02,3367of 5399,1177of 2287,25 to 34 yrs Female
42653,HEMA HIRO VASWANI,00:59:07,00:05:55,238of 5399,40of 2287,55 to 64 yrs Female
42657,SARIKA OSTWAL,01:18:15,00:07:50,1783of 5399,478of 2287,45 to 54 yrs Female
42658,SWETA MISHRA,01:18:51,00:07:54,1860of 5399,508of 2287,35 to 44 yrs Female
42659,ABHA SINGH,01:19:15,00:07:56,1911of 5399,529of 2287,45 to 54 yrs Female
42660,BHAVANA SHRIVASTAVA,01:27:56,00:08:48,3053of 5399,1043of 2287,45 to 54 yrs Female
42661,NAMRATA CHERODIAN,01:39:28,00:09:57,4366of 5399,1696of 2287,55 to 64 yrs Female
42662,NOOPUR BHONSLE,01:16:57,00:07:42,1633of 5399,417of 2287,25 to 34 yrs Female
42664,DHARA GOGRI,01:42:20,00:10:14,4584of 5399,1806of 2287,35 to 44 yrs Female
42665,POOJA MERCHANT,01:13:43,00:07:23,1267of 5399,294of 2287,35 to 44 yrs Female
42667,KIRAN THUMMA,01:44:05,00:10:25,4717of 5399,1890of 2287,25 to 34 yrs Female
42669,SMITA KANKARIYA,01:38:18,00:09:50,4257of 5399,1636of 2287,45 to 54 yrs Female
42670,KINJAL TRIVEDI,01:55:23,00:11:33,5190of 5399,2162of 2287,25 to 34 yrs Female
42671,JUHI MITTAL,01:48:06,00:10:49,4942of 5399,2018of 2287,35 to 44 yrs Female
42672,SUCHETA VAKHARIA,01:36:30,00:09:39,4095of 5399,1539of 2287,35 to 44 yrs Female
42673,VISHIKA NIDHI KUNDER,01:30:02,00:09:01,3336of 5399,1162of 2287,35 to 44 yrs Female
42674,HIRAL MEHTA,01:16:34,00:07:40,1581of 5399,398of 2287,25 to 34 yrs Female
42675,KSHAMA MEHTA,01:20:50,00:08:05,2109of 5399,609of 2287,25 to 34 yrs Female
42678,LIBI F,02:10:52,00:13:06,5362of 5399,2269of 2287,35 to 44 yrs Female
42680,NITHYA SUNDARESAN,01:34:40,00:09:28,3901of 5399,1441of 2287,45 to 54 yrs Female
42682,RIMA CHAUDHARI,01:19:06,00:07:55,1893of 5399,524of 2287,35 to 44 yrs Female
42684,ADITI JOSHI,01:29:59,00:09:00,3325of 5399,1157of 2287,35 to 44 yrs Female
42685,RANJU ELAYATH,01:21:42,00:08:11,2213of 5399,651of 2287,35 to 44 yrs Female
42686,MITUL KODALI,01:33:59,00:09:24,3824of 5399,1410of 2287,35 to 44 yrs Female
42687,KEERTHILAKSHMI BR,01:29:47,00:08:59,3297of 5399,1147of 2287,25 to 34 yrs Female
42688,RUTUJA AGARKAR,01:20:05,00:08:01,2012of 5399,569of 2287,35 to 44 yrs Female
42689,EUNICE THOMAS,01:18:03,00:07:49,1765of 5399,470of 2287,25 to 34 yrs Female
42691,SUNAYANA DATTA,01:04:43,00:06:29,533of 5399,100of 2287,35 to 44 yrs Female
42692,SHUBHANGI KOKITKAR,01:31:44,00:09:11,3559of 5399,1276of 2287,45 to 54 yrs Female
42693,SONALI DESAI,01:17:21,00:07:45,1679of 5399,436of 2287,55 to 64 yrs Female
42694,ANUJA VASHIST,01:19:49,00:07:59,1983of 5399,556of 2287,35 to 44 yrs Female
42696,GUNJA SARAF,00:54:01,00:05:25,116of 5399,23of 2287,35 to 44 yrs Female
42697,SUDHA SHENOY,01:20:21,00:08:03,2054of 5399,587of 2287,45 to 54 yrs Female
42698,PRAMEELA KALIVE,01:40:04,00:10:01,4424of 5399,1730of 2287,55 to 64 yrs Female
42699,PALLAVI SHAH,01:45:51,00:10:36,4833of 5399,1954of 2287,35 to 44 yrs Female
42700,EKTA TRIVEDI,01:23:41,00:08:23,2448of 5399,760of 2287,35 to 44 yrs Female
42701,BIJI ASHWIN,01:11:36,00:07:10,1052of 5399,232of 2287,35 to 44 yrs Female
42702,URVASHI JAIN,01:33:46,00:09:23,3801of 5399,1399of 2287,35 to 44 yrs Female
42703,USHMA SHAH,01:52:14,00:11:14,5098of 5399,2107of 2287,15 to 24 yrs Female
42706,MAYURI PRABHU,01:27:16,00:08:44,2940of 5399,979of 2287,25 to 34 yrs Female
42707,JYOTI BHAGAT,01:27:29,00:08:45,2965of 5399,992of 2287,25 to 34 yrs Female
42709,SHILPI TEWARI,01:19:58,00:08:00,2000of 5399,564of 2287,45 to 54 yrs Female
42710,DEEPA BHASKARAN,01:51:22,00:11:09,5063of 5399,2084of 2287,45 to 54 yrs Female
42712,JAI JAGDALE,01:37:42,00:09:47,4205of 5399,1603of 2287,35 to 44 yrs Female
42713,JYOTSNA KUMAR,01:32:35,00:09:16,3654of 5399,1316of 2287,35 to 44 yrs Female
42714,MEDHA OAK,01:46:14,00:10:38,4851of 5399,1964of 2287,55 to 64 yrs Female
42715,MINI SUBOTH,01:45:22,00:10:33,4798of 5399,1938of 2287,55 to 64 yrs Female
42716,LIANNE DHALLA,01:13:35,00:07:22,1255of 5399,290of 2287,15 to 24 yrs Female
42717,RAJASHREE WANDREKAR,01:03:06,00:06:19,425of 5399,78of 2287,45 to 54 yrs Female
42718,JYOTI PATEL,01:17:19,00:07:44,1671of 5399,433of 2287,45 to 54 yrs Female
42720,HARLEENA BHELA,01:02:47,00:06:17,406of 5399,73of 2287,25 to 34 yrs Female
42721,ROSHNI RATHI,01:02:01,00:06:13,364of 5399,64of 2287,25 to 34 yrs Female
42722,ZEBA KAPOOR,01:24:00,00:08:24,2486of 5399,777of 2287,25 to 34 yrs Female
42724,AAKANSHA ANAND,01:58:26,00:11:51,5262of 5399,2195of 2287,25 to 34 yrs Female
42725,MANDAKINI SAWANT,01:24:16,00:08:26,2518of 5399,789of 2287,55 to 64 yrs Female
42727,VAISHALI JAMBOTKAR,01:28:55,00:08:54,3175of 5399,1092of 2287,45 to 54 yrs Female
42730,RESHMA GOUD,00:46:09,00:04:37,35of 5399,5of 2287,25 to 34 yrs Female
42732,RITU GUPTA,01:37:43,00:09:47,4207of 5399,1605of 2287,45 to 54 yrs Female
42733,SNEHA GOTECHA,01:39:28,00:09:57,4365of 5399,1695of 2287,55 to 64 yrs Female
42736,AMEETA MALIEKKAL,01:20:12,00:08:02,2031of 5399,578of 2287,15 to 24 yrs Female
42737,ANJALI KIRKIRE,01:30:15,00:09:02,3371of 5399,1180of 2287,45 to 54 yrs Female
42738,PRIYANKA RAJADHYAKSHA,01:39:35,00:09:58,4378of 5399,1706of 2287,35 to 44 yrs Female
42739,VINITA BHATI,01:32:16,00:09:14,3615of 5399,1299of 2287,45 to 54 yrs Female
42740,CHERYL MATHEW,01:16:27,00:07:39,1574of 5399,394of 2287,55 to 64 yrs Female
42743,SANDHYA GOPAL,01:35:29,00:09:33,4005of 5399,1488of 2287,45 to 54 yrs Female
42745,RADHIKA ASGOANKAR,01:53:58,00:11:24,5147of 5399,2139of 2287,25 to 34 yrs Female
42746,ROHINI ABRAHAM,01:13:25,00:07:21,1240of 5399,285of 2287,35 to 44 yrs Female
42747,TEJASHREE JADHAV,01:25:06,00:08:31,2631of 5399,847of 2287,25 to 34 yrs Female
42748,MITHILA NADKARNI,01:53:44,00:11:23,5139of 5399,2132of 2287,25 to 34 yrs Female
42750,RICHA DHASMANA,01:54:28,00:11:27,5162of 5399,2148of 2287,35 to 44 yrs Female
42752,DR SAVITA SHARMA,01:35:44,00:09:35,4030of 5399,1503of 2287,25 to 34 yrs Female
42753,PRIYANKA SHARMA,01:18:49,00:07:53,1851of 5399,504of 2287,25 to 34 yrs Female
42754,SHITAL DHEBE,01:04:04,00:06:25,494of 5399,93of 2287,15 to 24 yrs Female
42755,MANJULA SHAH,01:15:04,00:07:31,1421of 5399,343of 2287,55 to 64 yrs Female
42756,PRERNA HARIA,01:48:05,00:10:49,4941of 5399,2017of 2287,25 to 34 yrs Female
42757,SHRUTI MANTRI,01:51:51,00:11:12,5086of 5399,2099of 2287,45 to 54 yrs Female
42759,GINELLE DIAS,01:32:24,00:09:15,3633of 5399,1308of 2287,25 to 34 yrs Female
42760,AKRITI KERAWALA,01:13:19,00:07:20,1228of 5399,281of 2287,15 to 24 yrs Female
42761,SHRUTIKA BALSARAF,02:10:06,00:13:01,5356of 5399,2263of 2287,25 to 34 yrs Female
42763,DEVANSHI DALAL,01:12:03,00:07:13,1096of 5399,244of 2287,35 to 44 yrs Female
42764,NAGASWETHA VANKADARU,01:33:33,00:09:22,3771of 5399,1380of 2287,25 to 34 yrs Female
42765,SHITAL AMRUT WAGHMODE,01:28:12,00:08:50,3082of 5399,1050of 2287,35 to 44 yrs Female
42766,PRAJAKTA DALVI,01:14:16,00:07:26,1336of 5399,313of 2287,25 to 34 yrs Female
42767,SHRUTI RAUTROY,01:29:25,00:08:57,3239of 5399,1122of 2287,35 to 44 yrs Female
42768,LATA GIRASE,01:47:49,00:10:47,4925of 5399,2007of 2287,45 to 54 yrs Female
42769,ISHANEE ROY,01:31:33,00:09:10,3527of 5399,1253of 2287,25 to 34 yrs Female
42770,KANAKA RAO,01:40:12,00:10:02,4442of 5399,1737of 2287,35 to 44 yrs Female
42773,RANJITA LODHA,01:24:37,00:08:28,2565of 5399,814of 2287,35 to 44 yrs Female
42776,KHUSHI LODHA,02:07:03,00:12:43,5342of 5399,2251of 2287,15 to 24 yrs Female
42781,URVASHI SHAKRANI,01:25:28,00:08:33,2686of 5399,868of 2287,25 to 34 yrs Female
42783,DR DIVYA GOPAL,01:19:14,00:07:56,1909of 5399,528of 2287,35 to 44 yrs Female
42785,ARUSHI GUPTA,01:12:22,00:07:15,1137of 5399,254of 2287,25 to 34 yrs Female
42788,NISHU KUMARI,01:27:47,00:08:47,3016of 5399,1022of 2287,25 to 34 yrs Female
42789,CHAITALI SHIRSAT,01:33:03,00:09:19,3706of 5399,1350of 2287,25 to 34 yrs Female
42792,LAXMI JHA,00:48:15,00:04:50,54of 5399,14of 2287,35 to 44 yrs Female
42794,DEEPIKA LINGARAJ,01:05:04,00:06:31,551of 5399,109of 2287,45 to 54 yrs Female
42795,KAAVYA KUMAR,01:32:02,00:09:13,3589of 5399,1290of 2287,15 to 24 yrs Female
42796,SHIKHA VAIDYA,01:22:47,00:08:17,2331of 5399,702of 2287,25 to 34 yrs Female
42797,RAKHEE LAGHATE,01:40:22,00:10:03,4460of 5399,1744of 2287,25 to 34 yrs Female
42798,AYESHA NAGWANI,01:19:48,00:07:59,1978of 5399,554of 2287,15 to 24 yrs Female
42800,VINITA TAPARIA,01:54:03,00:11:25,5152of 5399,2142of 2287,25 to 34 yrs Female
42801,RUPAL BHAT,01:31:03,00:09:07,3466of 5399,1226of 2287,45 to 54 yrs Female
42803,SALOMI GAVHALE,01:26:12,00:08:38,2778of 5399,906of 2287,15 to 24 yrs Female
42804,ALIFYA NEEMUCHWALA,01:13:10,00:07:19,1214of 5399,274of 2287,25 to 34 yrs Female
42805,SUSHAMA KUMAR,01:34:30,00:09:27,3886of 5399,1433of 2287,45 to 54 yrs Female
42806,AASTHA VIG,01:22:24,00:08:15,2297of 5399,686of 2287,25 to 34 yrs Female
42807,NEETHA MANOJ,01:17:31,00:07:46,1703of 5399,444of 2287,35 to 44 yrs Female
42808,SHRUTI KUNISETTY,01:08:43,00:06:53,789of 5399,170of 2287,15 to 24 yrs Female
42809,ANURADHA VAIDYANATHAN,01:34:47,00:09:29,3922of 5399,1452of 2287,35 to 44 yrs Female
42810,SAHANA RADHAKRISHNAN,01:28:49,00:08:53,3158of 5399,1082of 2287,15 to 24 yrs Female
42811,TANIA GONSALVES,01:41:39,00:10:10,4548of 5399,1784of 2287,45 to 54 yrs Female
42812,KIRTI KULKARNI,01:28:37,00:08:52,3135of 5399,1072of 2287,45 to 54 yrs Female
42813,SARITA SHARMA,01:42:33,00:10:16,4600of 5399,1816of 2287,25 to 34 yrs Female
42814,JAYADEVI VIVEKANAND,01:48:38,00:10:52,4962of 5399,2028of 2287,35 to 44 yrs Female
42815,AKRITI .,01:50:17,00:11:02,5026of 5399,2063of 2287,25 to 34 yrs Female
42817,ANEESA PATEL,01:23:51,00:08:24,2465of 5399,767of 2287,25 to 34 yrs Female
42818,MAMTA KARKI,01:29:38,00:08:58,3277of 5399,1139of 2287,35 to 44 yrs Female
42822,ESHA KHANNA,01:29:59,00:09:00,3329of 5399,1159of 2287,35 to 44 yrs Female
42823,RASHI DESAI,01:17:18,00:07:44,1668of 5399,431of 2287,25 to 34 yrs Female
42825,DIPTY LODHA,01:17:39,00:07:46,1719of 5399,450of 2287,35 to 44 yrs Female
42826,VANDANA JOSHI,01:46:57,00:10:42,4887of 5399,1988of 2287,35 to 44 yrs Female
42827,KRUPA NAIK,01:43:39,00:10:22,4675of 5399,1861of 2287,45 to 54 yrs Female
42829,ANSHUL SINGH,01:40:38,00:10:04,4480of 5399,1752of 2287,45 to 54 yrs Female
42830,SIYA SINGH,01:23:40,00:08:22,2444of 5399,758of 2287,15 to 24 yrs Female
42831,PREETI THORAT,01:32:35,00:09:16,3652of 5399,1315of 2287,35 to 44 yrs Female
42832,NIPUN C MAKWANA,01:46:09,00:10:37,4849of 5399,2886of 3112,25 to 34 yrs Male
42833,SUNITA TICKOO,00:59:48,00:05:59,263of 5399,43of 2287,45 to 54 yrs Female
42834,MICHELLE GONSALVES,01:21:39,00:08:10,2209of 5399,649of 2287,35 to 44 yrs Female
42836,VITHI KULKARNI,01:14:02,00:07:25,1308of 5399,307of 2287,15 to 24 yrs Female
42838,RUCHA VAIDYA,01:24:25,00:08:27,2537of 5399,800of 2287,35 to 44 yrs Female
42839,SHEETAL KELKAR,01:17:26,00:07:45,1693of 5399,438of 2287,35 to 44 yrs Female
42840,DEEPIKA PATHAR,01:31:59,00:09:12,3584of 5399,1286of 2287,25 to 34 yrs Female
42843,PEPPINO BAHL,01:27:05,00:08:43,2913of 5399,963of 2287,25 to 34 yrs Female
42844,PIYA .,01:17:42,00:07:47,1725of 5399,455of 2287,35 to 44 yrs Female
42845,RANJANA BISEN,01:20:05,00:08:01,2014of 5399,571of 2287,45 to 54 yrs Female
42846,GARIMA SONI,01:20:17,00:08:02,2043of 5399,583of 2287,25 to 34 yrs Female
42847,VARSHA KOSHY,01:29:28,00:08:57,3248of 5399,1125of 2287,25 to 34 yrs Female
42848,ASWATHI MENON,01:22:50,00:08:17,2336of 5399,705of 2287,25 to 34 yrs Female
42850,JASWINDER KAUR SANDHU,01:15:52,00:07:36,1502of 5399,370of 2287,45 to 54 yrs Female
42851,ROOPA M,01:52:08,00:11:13,5096of 5399,2106of 2287,25 to 34 yrs Female
42855,CHINKY DARYANANI,00:59:56,00:06:00,267of 5399,44of 2287,35 to 44 yrs Female
42856,PRISCILLA SUNDAR,01:09:11,00:06:56,829of 5399,180of 2287,35 to 44 yrs Female
42857,PRATIKSHA DANI,01:31:21,00:09:09,3496of 5399,1239of 2287,35 to 44 yrs Female
42858,ANITA DUBEY,01:44:55,00:10:30,4774of 5399,1925of 2287,45 to 54 yrs Female
42862,DUBEY DEEPTI,00:59:01,00:05:55,234of 5399,39of 2287,15 to 24 yrs Female
42863,DR REENA AVKHIRE,01:35:33,00:09:34,4011of 5399,1492of 2287,25 to 34 yrs Female
42864,NEHA PATEL,01:28:23,00:08:51,3102of 5399,1059of 2287,45 to 54 yrs Female
42866,SAPNA NAIR,01:20:49,00:08:05,2106of 5399,608of 2287,35 to 44 yrs Female
42867,MANJU SINGH,01:17:41,00:07:47,1720of 5399,451of 2287,45 to 54 yrs Female
42868,MANASI NASIKKAR,01:24:52,00:08:30,2597of 5399,830of 2287,35 to 44 yrs Female
42869,APURVA PATHAK,01:18:35,00:07:52,1822of 5399,493of 2287,25 to 34 yrs Female
42870,VIJAYLATA CHHAJED,01:07:51,00:06:48,715of 5399,156of 2287,35 to 44 yrs Female
42871,RUPALI DEODHAR,01:23:25,00:08:21,2413of 5399,741of 2287,35 to 44 yrs Female
42872,MANALI PATANKAR,01:21:44,00:08:11,2218of 5399,654of 2287,45 to 54 yrs Female
42873,ALEESHA JADHAV,01:23:45,00:08:23,2452of 5399,761of 2287,25 to 34 yrs Female
42876,KALPNA KUMAR,01:27:38,00:08:46,2997of 5399,1011of 2287,45 to 54 yrs Female
42877,NEELAM PATHAK,01:39:12,00:09:56,4332of 5399,1676of 2287,25 to 34 yrs Female
42879,NANDITA DEOKATE,01:03:59,00:06:24,488of 5399,91of 2287,35 to 44 yrs Female
42881,RIDDHI PARAKH,02:07:21,00:12:45,5345of 5399,2254of 2287,15 to 24 yrs Female
42882,VIDYA PALIWAL,01:11:17,00:07:08,1032of 5399,223of 2287,55 to 64 yrs Female
42884,TANVI KURLAWALA,01:30:06,00:09:01,3351of 5399,1169of 2287,25 to 34 yrs Female
42885,SANAM RAWAL,01:34:40,00:09:28,3902of 5399,1442of 2287,25 to 34 yrs Female
42886,JINKAL KATIRA,01:35:06,00:09:31,3964of 5399,1472of 2287,25 to 34 yrs Female
42887,MEDHA KHANORKAR,01:39:51,00:10:00,4408of 5399,1723of 2287,45 to 54 yrs Female
42889,MAMATA CHAVAN,01:13:57,00:07:24,1300of 5399,304of 2287,35 to 44 yrs Female
42892,SHRUTI SOMAN,01:29:36,00:08:58,3274of 5399,1137of 2287,15 to 24 yrs Female
42894,SAAFNA DARUWALA,01:23:08,00:08:19,2381of 5399,729of 2287,25 to 34 yrs Female
42895,ANJANA DUBEY,01:46:09,00:10:37,4848of 5399,1963of 2287,15 to 24 yrs Female
42896,VAISHALI SABHERWAL,01:09:43,00:06:59,873of 5399,188of 2287,25 to 34 yrs Female
42897,SEEMA DALANI,01:54:56,00:11:30,5175of 5399,2154of 2287,55 to 64 yrs Female
42899,GARGI AGGARWAL,01:17:46,00:07:47,1733of 5399,459of 2287,25 to 34 yrs Female
42901,PRIYANKA GUPTA,01:30:31,00:09:04,3403of 5399,1193of 2287,45 to 54 yrs Female
42902,YOLANDA PARANJAPE,01:47:32,00:10:46,4917of 5399,2001of 2287,55 to 64 yrs Female
42904,APARNA DEWAIKAR,01:23:09,00:08:19,2385of 5399,731of 2287,45 to 54 yrs Female
42905,MAITRAYEE BARTHAKUR,01:19:43,00:07:59,1972of 5399,552of 2287,45 to 54 yrs Female
42908,RENI JINU,00:48:45,00:04:53,60of 5399,17of 2287,35 to 44 yrs Female
42909,HEGE RONNING,01:04:53,00:06:30,545of 5399,107of 2287,45 to 54 yrs Female
42911,POONAM PEDNEKAR,01:18:06,00:07:49,1768of 5399,473of 2287,35 to 44 yrs Female
